year,Brand,Car_Price,Location,Mileage,Type
1980,مرسيدس بنز سي 230 1980,"EGP 180,000","Shubra, Cairo•",1 km,Benzine
2023,شيفروليه كابتيفا 2023,"EGP 1,250,000","Madinaty, Cairo•",15000 km,Benzine
2010,سوزوكي فان 2010,"EGP 200,000","Art City, Mokattam•",150000 km,Benzine
2009,للبيع سيارة شيفروليه أفيو 2009 أوتوماتيك,"EGP 335,000","Agami, Alexandria•",124000 km,Benzine
2007,سيتروين سى 4 2007,"EGP 415,000","Heliopolis, Cairo•",170000 km,Benzine
2017,Opel Astra 2017,"EGP 700,000","Haram, Giza•",118000 km,Benzine
2014,أوبل أسترا 2014,"EGP 490,000","New Maadi, Maadi•",230000 km,Benzine
2020,Mercedes-Benz C180 2020,"EGP 2,600,000","Smoha, Alexandria•",47000 km,Benzine
2007,هيونداي فيرنا 2007,"EGP 350,000","Al Hadaba Al Wosta, Mokattam•",85000 km,Benzine
2015,Mitsubishi Lancer 2015,"EGP 685,000","New Nozha, Cairo•",125000 km,Benzine
2019,Porsche Panamera 2019,"EGP 6,500,000","Alamein, North Coast•",13000 km,Benzine
2025,ام جى 1 2025,"EGP 1,150,000","Zahraa Al Maadi, Cairo•",20000 km,Benzine
2016,Mitsubishi Lancer 2016,"EGP 700,000","1st Settlement, New Cairo•",171000 km,Benzine
2025,مرسيدس بنز اي 200 2025 designo heavyloaded,"EGP 5,800,000","5th Settlement, New Cairo•",New,Benzine
2019,Mitsubishi Eclipse 2019,"EGP 1,150,000","Beverly Hills Compound, Sheikh Zayed•",77000 km,Benzine
2013,Skoda Octavia 2013 Fantasia Second Category,"EGP 690,000","5th Settlement, New Cairo•",210000 km,Benzine
2025,KIA K8 HEV EX - 2025,"EGP 3,100,000","5th Settlement, New Cairo•",1800 km,Hybrid
2015,كيا ريو 2015,"EGP 600,000","Nasr City, Cairo•",103000 km,Benzine
2024,مرسيدس بنز سي 180 2024 AMG,"EGP 3,690,000","5th Settlement, New Cairo•",New,Benzine
2006,Chrysler PT Cruiser 2006 2006,"EGP 350,000","Nasr City, Cairo•",200000 km,Benzine
2024,Mercedes-Benz E200 AMG ( أعلي مواصفات ),"EGP 5,390,000","New Cairo, Cairo•",New,Benzine
2015,جيلي امجراند 7 2015,"EGP 275,000","Mohandessin, Giza•",330000 km,Benzine
2021,2021 Chevrolet  Captiva  منصور شيفروليه Trade-in,"EGP 850,000","Sheikh Zayed, Giza•",136000 km,Benzine
2025,Skoda Kodiaq  sportline 2025 سكودا كودياك سبورت لاين,"EGP 3,300,000","New Cairo, Cairo•",New,Benzine
2021,زيرووو Range rover Sport 2021  أعلي كماليات زيرووو,"EGP 6,400,000","Shatby, Alexandria•",11000 km,Benzine
2023,مرسيدس بنز جى إل إيه 200 2023,"EGP 2,950,000","New Cairo, Cairo•",10000 km,Benzine
2024,Mercedes-Benz G63 2024,"EGP 8,000,000","Heliopolis, Cairo•",9000 km,Benzine
2016,شانجان 2016 فبريكا بالكامل استعمال بيتي,"EGP 295,000","Mansura, Dakahlia•",15900 km,Benzine
1975,فولكسفاغن جولف 1975,"EGP 75,000","Hadayek Helwan, Cairo•",45000 km,Benzine
2019,Mercedes-Benz C180 2019,"EGP 2,400,000","Sheikh Zayed, Giza•",62000 km,Benzine
2020,رينو لوجان 2020,"EGP 550,000","6th of October, Giza•",53000 km,Benzine
2022,فيات تيبو 2022,"EGP 865,000","Nasr City, Cairo•",30000 km,Benzine
2020,أودي إيه 3 2020,"EGP 1,100,000","Nasr City, Cairo•",140000 km,Benzine
2019,كيا كي 5 2019,"EGP 1,000,000","Salam City, Cairo•",91000 km,Benzine
2025,شيرى تيجو 7 2025 Chery tiggo7,"EGP 1,070,000","Heliopolis, Cairo•",4000 km,Benzine
2016,Peugeot 208 2016,"EGP 565,000","1st Settlement, New Cairo•",96400 km,Benzine
2006,شيفروليه أفيو 2006,"EGP 320,000","El Maadi, Maadi•",156000 km,Benzine
2023,كيا سورينتو 2023 - Signature (7 مقاعد) فل أوبشن استلام فوري,"EGP 2,650,000","6th of October, Giza•",22000 km,Benzine
2024,هافال جوليون 2024,"EGP 1,250,000","1st District, Sheikh Zayed•",25000 km,Benzine
2014,Peugeot 301 2014,"EGP 460,000","Glim, Alexandria•",220000 km,Benzine
2016,رينو سانديرو 2016,"EGP 475,000","1st Settlement, New Cairo•",93000 km,Benzine
1980,بيجو 505 1980,"EGP 90,000","Shebin al-Qanater, Qalyubia•",210000 km,Benzine
2016,Chevrolet Cruze 2016,"EGP 550,000","Madinaty, Cairo•",138000 km,Benzine
2018,Hyundai Elantra 2018,"EGP 640,000","Nasr City, Cairo•",161000 km,Benzine
2022,نيسان جوك 2022,"EGP 775,000","Nasr City, Cairo•",94000 km,Benzine
2024,Toyota Corolla 2024,"EGP 1,420,000","Heliopolis, Cairo•",18000 km,Benzine
2019,ميني كوبر 2019,"EGP 1,250,000","Sheikh Zayed, Giza•",112000 km,Benzine
2018,كيا سيراتو 2018,"EGP 825,000","Bayti, 6th of October•",259000 km,Benzine
2022,Land Rover Range Rover Sport 2022,"EGP 7,350,000","New Cairo, Cairo•",15000 km,Hybrid
2015,BMW 320 2015 Luxury,"EGP 1,410,000","Tag Sultan, Nasr City•",183000 km,Benzine
1999,هيونداي اكسنت 1999,"EGP 180,000","Atssa, Fayoum•",150000 km,Benzine
2020,مرسيدس بنز سي 180 2020 Mercedes  c180,"EGP 2,220,000","Beverly Hills Compound, Sheikh Zayed•",160000 km,Benzine
1975,فيات 128 1975,"EGP 35,000","Stella Compounds, New Heliopolis•",140 km,Benzine
2024,بيجو 5008 2024,"EGP 2,300,000","Smoha, Alexandria•",27000 km,Benzine
2016,Renault Duster 2016,"EGP 520,000","Shorouk City, Cairo•",97000 km,Benzine
2020,بيجو 2008 2020,"EGP 825,000","Nasr City, Cairo•",100000 km,Benzine
2010,فورد مونديو 2010,"EGP 480,000","Obour City, Cairo•",124000 km,Benzine
2024,بي ام دبليو إكس 7 BMW X7 - M60i - Wkeel - 2024,"EGP 10,350,000","New Cairo, Cairo•",New,Benzine
2025,كاديلاك إسكاليد Cadillac Escalade Sport 2025,"EGP 20,000,000","5th Settlement, New Cairo•",New,Benzine
2024,جى ام سى يوكون 2024,"EGP 15,000,000","New Cairo, Cairo•",New,Benzine
2012,Nissan Juke 2012 فتحة سقف فابريكة بره وجوه,"EGP 615,000","Suez District, Suez•",130000 km,Benzine
2018,مرسيدس بنز إي 180 2018,"EGP 2,450,000","Mall West Gate, 6th of October•",140000 km,Benzine
2008,Kia Picanto 2008 فابريكة بره وجوه اتوماتك,"EGP 430,000","Suez District, Suez•",100000 km,Benzine
1984,فيات ريجيتا 1984,"EGP 120,000","Haram, Giza•",250000 km,Benzine
1985,فيات ريجيتا 1985,"EGP 69,000","Gesr Al Suez, Cairo•",300000 km,Benzine
2011,Hyundai Verna ١٥ الف كيلو فقط,"EGP 450,000","Suez District, Suez•",15000 km,Benzine
2004,دايهاتسو شاريد 2004,"EGP 290,000","Isola, Sheraton•",179 km,Benzine
2020,Opel Crossland 2020 Elegance,"EGP 665,000","Sheikh Zayed, Giza•",112000 km,Benzine
2023,مرسيدس بنز سي 180 2023,"EGP 3,150,000","New Cairo, Cairo•",7000 km,Benzine
1996,مرسيدس بنز إيه 200 1996,"EGP 690,000","Sheikh Zayed, Giza•",220000 km,Benzine
2021,زيرووو Range rover Sport 2021  أعلي كماليات زيرووو,"EGP 6,400,000","Shatby, Alexandria•",11000 km,Benzine
2025,Škoda Octavia Loft 2025 lowest price in Egypt,"EGP 1,790,000","Nasr City, Cairo•",New,Benzine
2004,دايهاتسو شاريد 2004,"EGP 290,000","Isola, Sheraton•",179 km,Benzine
2007,هيونداي أكسنت 2007,"EGP 420,000","Liberty Village, New Capital City•",260000 km,Benzine
1999,Mitsubishi Lancer 1999,"EGP 240,000","Ain Shams, Cairo•",203000 km,Benzine
2022,بورشه كايين 2022 GTS,"EGP 7,250,000","New Cairo, Cairo•",80000 km,Benzine
2021,فيات تيبو 2021,"EGP 790,000","Heliopolis, Cairo•",101000 km,Benzine
2016,Toyota Corolla 2016,"EGP 820,000","Rehab City Compound, New Cairo•",184000 km,Benzine
2021,Fiat Tipo 2021,"EGP 820,000","Beverly Hills Compound, Sheikh Zayed•",100000 km,Benzine
2001,كيا شوما 2001 مانوال بحالة ممتازة تم عمل صيانة كاملة للعربية,"EGP 220,000","Hurghada, Red Sea•",1 km,Benzine
2014,Hyundai Elantra 2014 فابريكة بره وجوه,"EGP 730,000","Suez District, Suez•",135000 km,Benzine
2007,دايو نوبيرا 2007,"EGP 258,000","Shebin al-Qanater, Qalyubia•",230000 km,Benzine
2020,Mercedes-Benz C180 2020,"EGP 2,450,000","Sodic Westown Compound, Sheikh Zayed•",90000 km,Benzine
2007,شيفروليه لانوس 2007,"EGP 265,000","Wadi al-Natrun, Beheira•",460000 km,Benzine
2022,شيرى أريزو 5 2022,"EGP 460,000","Ain Shams, Cairo•",163000 km,Benzine
2004,هيونداي فيرنا 2004 ٤ سلندر,"EGP 350,000","El Fardous Compound, 6th of October•",221821 km,Benzine
2018,شانجى أخرى 2018,"EGP 310,000","Mansura, Dakahlia•",120000 km,Benzine
1990,سيات إبيزا 1990,"EGP 68,000","Bilbeis, Sharqia•",280000 km,Benzine
2010,Hyundai Sonata 2010 مواصفات خليجي,"EGP 500,000","5th Settlement, New Cairo•",220000 km,Benzine
2013,هيونداي فيرنا 2013,"EGP 300,000","10th District, Nasr City•",395000 km,Natural Gas
2015,شيفروليه أفيو اوتوماتيك موديل ٢٠١٥ فبريكا بالكامل,"EGP 420,000","Maadi, Cairo•",196000 km,Benzine
2024,جاك جيه 7 2024  فئة ULTIMATE,"EGP 950,000","Maadi, Cairo•",New,Benzine
2025,جيلى كول راي 2025 P2 premium,"EGP 1,266,000","Maadi, Cairo•",New,Benzine
2025,جيلى كول راي 2025  فئة +GF,"EGP 1,460,000","Almazah, Cairo•",New,Benzine
2025,جيلى ستار راي 2025  فئة P4,"EGP 1,870,000","Heliopolis, Cairo•",New,Benzine
1981,فيات 128 1981,"EGP 90,000","Hadayek al-Kobba, Cairo•",100000 km,Benzine
2009,اسبيرانزا A516 2009,"EGP 270,000","Mohandessin, Giza•",190000 km,Benzine
2018,هيونداي إلينترا 2018,"EGP 1,030,000","Alamein, North Coast•",35000 km,Benzine
2019,Mercedes E-180 2019 Aeuntgarde فابريكة بالكامل,"EGP 2,850,000","Heliopolis, Cairo•",90000 km,Benzine
1999,ميتسوبيشي لانسر 1999,"EGP 250,000","Al Hadaba Al Olya, Mokattam•",360000 km,Natural Gas
2024,BMW 420 M-Sport 2024 - Wakeel,"EGP 3,850,000","5th Settlement, New Cairo•",35000 km,Benzine
1982,Mercedes-Benz SEL 500 1982,"EGP 140,000","Al Hadrah, Alexandria•",100 km,Benzine
2010,مرسيدس بنز سي 180 2010,"EGP 1,150,000","Mohandessin, Giza•",305000 km,Benzine
2010,BMW 316 2010,"EGP 750,000","Mansura, Dakahlia•",380000 km,Benzine
2021,Mercedes-Benz GLA AMG 200 2021,"EGP 2,500,000","New Cairo, Cairo•",40000 km,Benzine
2010,أوبل كورسا 2010,"EGP 470,000","Al Amiriyyah, Cairo•",125000 km,Benzine
2000,BMW 318 2000,"EGP 480,000","6th of October, Giza•",288000 km,Benzine
2020,كيا سيراتو 2020,"EGP 855,000","5th Settlement, New Cairo•",155000 km,Benzine
2004,هيونداي فيرنا 2004,"EGP 250,000","Arbaeen, Suez•",120000 km,Hybrid
2019,Mercedes-Benz C180 2019,"EGP 2,100,000","1st Settlement, New Cairo•",200000 km,Benzine
2016,نيسان كاشاكى 2016,"EGP 800,000","Mahalla al-Kobra, Gharbia•",155000 km,Benzine
2025,MG RX5 Luxury 2025,"EGP 1,490,000","Nasr City, Cairo•",New,Benzine
2025,Škoda Octavia Loft 2025 lowest price in Egypt,"EGP 1,790,000","Nasr City, Cairo•",New,Benzine
2024,Mercedes-Benz CLA 200 2024,"EGP 3,350,000","New Cairo, Cairo•",New,Benzine
2021,"Mercedes G63 AMG 19,000Km 2021","EGP 13,200,000","5th Settlement, New Cairo•",19000 km,Benzine
2025,Cupra Terramar 2025 كوبرا تيرامار,"EGP 2,420,000","New Cairo, Cairo•",New,Benzine
2025,لاند روفر فيلار 2025 RANG ROVER VELAR 2025,"EGP 5,400,000","5th Settlement, New Cairo•",New,Benzine
2026,MG 5 2026,"EGP 980,000","Nasr City, Cairo•",New,Benzine
2026,MG 5 2026,"EGP 980,000","Nasr City, Cairo•",New,Benzine
2026,Peugeot 2008 GT 2026,"EGP 1,645,000","Nasr City, Cairo•",New,Benzine
2020,2020 Range Rover Sport dealer,"EGP 5,150,000","Mohandessin, Giza•",76000 km,Benzine
2020,Seat Ibiza 2020,"EGP 890,000","New Cairo, Cairo•",127000 km,Benzine
2012,رينو فلوينس 2012,"EGP 405,000","Dar Misr, 10th of Ramadan•",123000 km,Benzine
2025,Kia Xceed Topline 2025,"EGP 1,575,000","Nasr City, Cairo•",New,Benzine
2026,Chery Arrizo 5 2026,"EGP 740,000","Nasr City, Cairo•",New,Benzine
2026,Chery Arrizo 5 2026,"EGP 740,000","Nasr City, Cairo•",New,Benzine
2026,Chery Tiggo 7 2026,"EGP 1,020,000","Nasr City, Cairo•",New,Benzine
2026,Chery Tiggo 7 2026,"EGP 1,020,000","Nasr City, Cairo•",New,Benzine
2025,Volkswagen Tiguan R-Line 2025,"EGP 2,550,000","Nasr City, Cairo•",New,Benzine
2026,Chery Tiggo 4 Luxury 2026,"EGP 920,000","Nasr City, Cairo•",New,Benzine
2010,BMW X6 2010 \بي ام  دابليو اكس 6 2010,"EGP 2,000,000","W Signature, New Cairo•",320000 km,Benzine
2023,ام جى ام جى 6 2023,"EGP 975,000","Smoha, Alexandria•",85000 km,Benzine
2010,رينو لوجان 2010,"EGP 330,000","Smoha, Alexandria•",21500 km,Benzine
2016,كيا بيكانتو موديل 2016 تقسيط kia picanto,"EGP 600,000","Maadi, Cairo•",77000 km,Benzine
2023,Mercedes-Benz C200 2023,"EGP 3,250,000","5th Settlement, New Cairo•",9000 km,Benzine
2024,سيات ليون 2024,"EGP 1,370,000","Hurghada, Red Sea•",49000 km,Benzine
2021,Audi Q3 2021,"EGP 1,650,000","Sheikh Zayed, Giza•",155000 km,Benzine
2020,كيا سبورتاج 2020,"EGP 1,250,000","Zamalek, Cairo•",107000 km,Benzine
2019,Renault Logan 2019,"EGP 510,000","New Cairo, Cairo•",77000 km,Benzine
2010,بريليانس اف اس في 2010,"EGP 385,000","Maadi, Cairo•",100000 km,Benzine
2000,فيات سيينا 2000,"EGP 180,000","Ain Shams, Cairo•",160000 km,Benzine
2025,كيا سورينتو 2025,"EGP 3,050,000","3rd Settlement, New Cairo•",6000 km,Hybrid
2014,كيا بيكانتو 2014,"EGP 560,000","Bab al-Shereia, Cairo•",112000 km,Benzine
2023,Chery Arrizo 5 2023,"EGP 650,000","Miami, Alexandria•",20000 km,Benzine
2023,سيتروين سى 5 2023,"EGP 1,400,000","Nasr City, Cairo•",94000 km,Benzine
2024,أوبل جراند لاند 2024 كسر زيرو,"EGP 1,600,000","Heliopolis, Cairo•",19000 km,Benzine
2024,Mercedes-Benz C180 2024,"EGP 3,900,000","New Cairo, Cairo•",New,Benzine
2023,Hyundai Tucson 2023,"EGP 1,690,000","10th District, Nasr City•",47000 km,Benzine
2022,Renault Megane 2022 ديناميك تربو,"EGP 890,000","Nasr City, Cairo•",125000 km,Benzine
2022,Jetour X95 2022 Topline,"EGP 1,350,000","New Cairo, Cairo•",20000 km,Benzine
2009,تويوتا كورولا 2009,"EGP 660,000","Montazah, Alexandria•",116000 km,Benzine
2025,فولكسفاغن تيجوان ٢٠٢٥ - Volkswagen Tiguan 2025 R line,"EGP 2,550,000","Sheraton, Cairo•",New,Benzine
2021,Kia Cerato 2021,"EGP 1,090,000","5th Settlement, New Cairo•",50000 km,Benzine
2023,Mercedes-Benz C200 2023 WAKEEL,"EGP 2,000,000","New Cairo, Cairo•",6400 km,Benzine
2024,Mercedes-Benz C180 2024,"EGP 4,150,000","New Cairo, Cairo•",New,Benzine
2025,شيرى تيجو 4 2025,"EGP 1,035,000","Nasr City, Cairo•",New,Benzine
2005,Renault Megane 2005,"EGP 265,000","Ashgar Darna, Zahraa Al Maadi•",220000 km,Benzine
2020,Defender 3000cc  p400 2020 only 10000km,"EGP 7,000,000","New Cairo, Cairo•",10000 km,Benzine
2025,Mercedes-Benz E200 2025 AMG Fully Loaded,"EGP 5,800,000","New Zayed, Sheikh Zayed•",New,Benzine
2025,مرسيدس بنز اي 300 2025 Mercedes -  Benz  E300e Hybrid - 4 matic  NEW S,"EGP 6,700,000","Madinaty, Cairo•",New,Hybrid
2025,Peugeot 3008 2025 زيرو,"EGP 1,695,000","New Cairo, Cairo•",New,Benzine
2025,زيكر X 2025 Zeekr,"EGP 2,100,000","New Cairo, Cairo•",New,Electric
2017,bmw 318i  2017,"EGP 1,290,000","Nasr City, Cairo•",140000 km,Benzine
2021,Mercedes-Benz A180 2021,"EGP 1,990,000","5th Settlement, New Cairo•",60000 km,Benzine
2016,BMW 318 2016 Baseline,"EGP 1,180,000","New Cairo, Cairo•",136000 km,Benzine
2013,Opel Astra 2013,"EGP 550,000","1st Settlement, New Cairo•",149000 km,Benzine
2024,Mercedes-Benz A200 2024,"EGP 3,000,000","10th District, Nasr City•",New,Benzine
2018,bmw x4 2018,"EGP 2,650,000","New Cairo, Cairo•",120000 km,Benzine
2026,هيونداي أكسنت 2026,"EGP 865,000","Nasr City, Cairo•",New,Benzine
2016,أوبل أسترا انجوي بحالة الزيرووووOPEL. . ASTRA. . Enjoy. . 2016. . zerooo,"EGP 675,000","5th Settlement, New Cairo•",91000 km,Benzine
2024,BMW X6 M60i 2024 ارخص سعر داخل المعرض,"EGP 8,700,000","New Cairo, Cairo•",New,Benzine
2024,Mercedes Benz C 180 2024,"EGP 3,550,000","New Cairo, Cairo•",3500 km,Benzine
2025,Mercedes AMG GT 43,"EGP 13,000,000","5th Settlement, New Cairo•",New,Benzine
2009,سبيرانزا إيه 113 2009,"EGP 180,000","Asafra, Alexandria•",99000 km,Benzine
1988,فيات 128 1988,"EGP 67,000","Helwan, Cairo•",1 km,Benzine
2023,Mercedes-Benz GLE 450 2023,"EGP 4,650,000","10th District, Nasr City•",80000 km,Benzine
2010,Mercedes-Benz C180 2010,"EGP 1,150,000","Heliopolis, Cairo•",125000 km,Benzine
2019,سيتروين سى 4 جراند بيكاسو 2019,"EGP 870,000","El Maadi, Maadi•",150000 km,Benzine
2014,رينو فلوينس 2014,"EGP 490,000","Almazah, Cairo•",230000 km,Benzine
1997,أوبل كورسا 1997,"EGP 160,000","Tanta, Gharbia•",250000 km,Benzine
2010,Skoda Fabia 2010 1600,"EGP 425,000","1st Settlement, New Cairo•",209000 km,Diesel
2024,BMW 320 2024,"EGP 3,150,000","5th Settlement, New Cairo•",16000 km,Benzine
2016,اوبل استرا ٢٠١٦,"EGP 600,000","Tanta, Gharbia•",220000 km,Benzine
2022,بيجو 3008 موديل 2022,"EGP 1,550,000","Italian Square, Hadayek October•",109000 km,Benzine
2019,سيتروين سى 3 اير كروس 2019,"EGP 785,000","6th of October, Giza•",51000 km,Benzine
1999,هيونداي اكسنت ٩٩ فبريكا ١٥٠٠ سي سي,"EGP 260,000","Baltim, Kafr al-Sheikh•",420000 km,Benzine
2007,دايهاتسو تيريوس 2007,"EGP 420,000","10th of Ramadan, Sharqia•",300 km,Benzine
1999,Fiat Shahin 1999,"EGP 80,000","Ramses + Ramses Extension, Cairo•",250000 km,Benzine
2024,Land Rover Evoque 2024,"EGP 4,000,000","10th District, Nasr City•",New,Benzine
2016,رينو داستر 2016,"EGP 600,000","Nasr City, Cairo•",71000 km,Benzine
2006,رينو ميجان 2006,"EGP 240,000","Heliopolis, Cairo•",392 km,Benzine
2019,مرسيدس بنز اي 200 2019,"EGP 3,550,000","Mall West Gate, 6th of October•",11000 km,Benzine
2008,Hyundai Getz 2008 Topline,"EGP 420,000","Heliopolis, Cairo•",177000 km,Benzine
2004,Mitsubishi Lancer 2004 اعلي فئه فتحة سقف,"EGP 410,000","Heliopolis, Cairo•",188000 km,Benzine
2024,Mercedes-Benz C180 AMG Sport 2024  اعلي فئه وكيل بالضمان المحلي,"EGP 4,000,000","The Mornings, New Cairo•",8000 km,Benzine
2023,Renault Sandero Stepway 2023,"EGP 745,000","El Maadi, Maadi•",55000 km,Benzine
2015,مرسيدس بنز سي إل إيه 200 2015 Mercedes-Benz CLA200  Amg,"EGP 1,450,000","Heliopolis, Cairo•",165000 km,Benzine
2008,مازدا 3 2008,"EGP 490,000","Downtown Cairo, Cairo•",140000 km,Benzine
2013,نيسان كاشاكى 2013,"EGP 650,000","Maadi, Cairo•",182000 km,Benzine
2019,بيجو 2008 2019 بحالة مميزة اعلي فئة دهان المصنع بالكامل,"EGP 760,000","Heliopolis, Cairo•",120000 km,Benzine
2025,Kia Sportage 2025 2nd الفئه الثانيه,"EGP 1,905,000","New Cairo, Cairo•",New,Benzine
